gemeente,buurt_naam,x,y
's-Gravenhage,Archipelbuurt,80751.121538388,456421.25312020053
's-Gravenhage,Arendsdorp,81697.64170139476,456760.70771065186
's-Gravenhage,Belgisch Park,79833.5904441337,458801.74151464296
's-Gravenhage,Bezuidenhout-Midden,82956.44291396311,455483.7438819325
's-Gravenhage,Bezuidenhout-Oost,83410.14940221612,455820.8670223438
's-Gravenhage,Bezuidenhout-West,82498.28141006951,455219.6292854084
's-Gravenhage,Binckhorst,83389.4201521296,453615.31313579116
's-Gravenhage,Bloemenbuurt-Oost,77841.28799492973,454860.4508803261
's-Gravenhage,Bloemenbuurt-West,77263.2926827747,454431.50897194206
's-Gravenhage,Bohemen en Meer en Bos,76019.51716956396,453787.62625647825
's-Gravenhage,Bomenbuurt,78488.78452983248,455222.71894803294
's-Gravenhage,Bosjes van Pex,76759.23726368404,454045.83991137304
's-Gravenhage,Bosweide,84961.18423489017,451519.1974052203
's-Gravenhage,Burgen en Horsten,84462.66243583492,456602.51181971474
's-Gravenhage,Componistenbuurt,76393.36748447707,453534.6045906872
's-Gravenhage,De Bras,86123.1884697049,449885.62919005693
's-Gravenhage,De Lanen,86958.06677799344,453170.03310090874
's-Gravenhage,De Reef,86060.89970588237,452261.3265882352
's-Gravenhage,De Rivieren,86800.23747500005,453758.52433863643
's-Gravenhage,De Uithof,76951.9374845096,450047.6954580559
's-Gravenhage,De Velden,87626.05334169285,454036.82333416946
's-Gravenhage,De Venen,86526.46476378481,452125.41093310073
's-Gravenhage,De Vissen,88159.53355969011,453273.392495814
's-Gravenhage,Dreven en Gaarden,78127.25945810902,450379.49402778107
's-Gravenhage,Duindorp,77646.21097419228,456405.49740385026
's-Gravenhage,Duinzigt,82185.40322881356,457922.88994229416
's-Gravenhage,Duttendel,80919.06992307688,458188.2921515841
's-Gravenhage,Erasmus Veld,79178.98276030339,450606.20034610113
's-Gravenhage,Eykenduinen,77597.24990642449,453563.67420041835
's-Gravenhage,Geuzenkwartier,78491.50396325251,456816.2608385456
's-Gravenhage,Groente- en Fruitmarkt,80444.61928733575,452971.6519118652
's-Gravenhage,Haagse Bos,82714.75815138592,455998.41374626925
's-Gravenhage,Heesterbuurt,78347.925127362,454231.69316360285
's-Gravenhage,Hoge Veld,79525.66412065357,449914.6713801006
's-Gravenhage,Houtwijk,77011.45118680682,452380.3780035388
's-Gravenhage,Huygenspark,81845.5163002361,454212.95103809715
's-Gravenhage,Kampen,84044.18648438237,456226.8178565878
's-Gravenhage,Kerketuinen en Zichtenburg,77160.25539439246,451637.3150504671
's-Gravenhage,Kijkduin,75364.9880817082,454008.2494396682
's-Gravenhage,Kom Loosduinen,75945.57758211502,452303.7381361055
's-Gravenhage,Koningsplein en omgeving,79383.67116594317,454997.2975153034
's-Gravenhage,Kortenbos,80688.32384797696,454869.6035642212
's-Gravenhage,Kraayenstein en Vroondaal,75586.14634473197,451340.4009936168
's-Gravenhage,Laakhaven-Oost,82224.99386090688,453779.4339057539
's-Gravenhage,Laakhaven-West,81472.17350666066,453159.9416526314
's-Gravenhage,Laakkwartier-Oost,82228.18880881519,452984.0256925606
's-Gravenhage,Laakkwartier-West,81672.0008712643,452458.91971997736
's-Gravenhage,Lage Veld,80051.45629322858,448801.8249147508
's-Gravenhage,Landen,85007.53048591584,456921.3808492233
's-Gravenhage,Leyenburg,78338.81903982515,453035.4222717138
's-Gravenhage,Marlot,84508.02336407767,457566.5890218449
's-Gravenhage,Moerwijk-Noord,80486.95558604854,452436.1272640714
's-Gravenhage,Moerwijk-Oost,80780.55473155054,451886.0831405332
's-Gravenhage,Moerwijk-West,79921.06574323574,451856.3824165218
's-Gravenhage,Moerwijk-Zuid,80097.2250421525,451404.60559879465
's-Gravenhage,Morgenstond-Oost,78831.73232770622,452053.34144935623
's-Gravenhage,Morgenstond-West,78416.77404541729,451747.09679439827
's-Gravenhage,Morgenstond-Zuid,79138.41109334156,451241.58165903843
's-Gravenhage,Morgenweide,85561.63829117944,451327.6403765517
's-Gravenhage,Nassaubuurt,81732.62486498871,456239.32500915223
's-Gravenhage,Nieuw Waldeck,76410.43087022893,452921.97523848363
's-Gravenhage,Noordpolderbuurt,82713.92382727275,453282.9016484042
's-Gravenhage,Ockenburgh,74844.94840094632,452744.1213641927
's-Gravenhage,Oostbroek-Noord,79188.89019210266,453875.5211517314
's-Gravenhage,Oostbroek-Zuid,79502.95488544226,453363.4957047607
's-Gravenhage,Oostduinen,81071.80368889158,459091.74665249744
's-Gravenhage,Oud Scheveningen,78674.40400356663,457910.5567036226
's-Gravenhage,Parkbuurt oosteinde,79875.08123649185,449288.0079600627
's-Gravenhage,Rietbuurt,87548.44823361532,452634.83651162765
's-Gravenhage,Rijslag,79458.41667450595,458335.69455127005
's-Gravenhage,Rivierenbuurt-Noord,82173.98365274786,454869.7212940757
's-Gravenhage,Rivierenbuurt-Zuid,82357.00619797896,454440.90768205945
's-Gravenhage,Rond de Energiecentrale,79664.64633631498,454560.89304037805
's-Gravenhage,Rosenburg,77155.72455200762,453419.41378229315
's-Gravenhage,Rustenburg,78812.34109755309,453541.4251758566
's-Gravenhage,Scheveningen Badplaats,79064.16492652346,458418.6094019846
's-Gravenhage,Schildersbuurt-Noord,80992.15927596147,453977.55188725743
's-Gravenhage,Schildersbuurt-Oost,81255.00518863965,453601.8298992789
's-Gravenhage,Schildersbuurt-West,80416.03058670255,453896.6251999334
's-Gravenhage,Singels,84694.35001149427,450458.3200876452
's-Gravenhage,Spoorwijk,81264.62335301198,452148.45555903733
's-Gravenhage,Stadhoudersplantsoen,78946.33026279883,455800.92295847426
's-Gravenhage,Statenkwartier,78917.54435170241,456727.68203545024
's-Gravenhage,Sweelinckplein en omgeving,79320.84594634417,455485.70047097927
's-Gravenhage,Tedingerbuurt,85344.87800000001,452615.86100000003
's-Gravenhage,Transvaalkwartier-Midden,79886.20480111924,453757.7396039389
's-Gravenhage,Transvaalkwartier-Noord,79659.725387295,454087.7712059427
's-Gravenhage,Transvaalkwartier-Zuid,80135.02052242051,453321.4174101352
's-Gravenhage,Uilebomen,81830.1686936002,454955.25062102295
's-Gravenhage,Uilennest,82777.15102017955,456885.53212518845
's-Gravenhage,Valkenboskwartier,78850.97100454572,454500.07959469745
's-Gravenhage,Van Hoytemastraat en omgeving,82252.31158669826,456564.3668384806
's-Gravenhage,Van Stolkpark en Scheveningse Bosjes,79545.8289846938,457551.2711598644
's-Gravenhage,"Venen, Oorden en Raden",77434.65649681688,451273.24232541467
's-Gravenhage,Visserijbuurt,79196.72871660689,457876.5150439941
's-Gravenhage,Vissershaven,78269.43507859582,457236.3143255993
's-Gravenhage,Vliegeniersbuurt,84403.78175494075,450737.0290434785
's-Gravenhage,Vlietzoom-Oost,85693.83299470902,453982.8708518521
's-Gravenhage,Vlietzoom-West,84870.78039169901,453062.17061738
's-Gravenhage,Vogelwijk,77314.4923446839,455234.17373282724
's-Gravenhage,Voorhout,81273.18090288271,455460.3589196961
's-Gravenhage,Vruchtenbuurt,77419.2135579731,453968.09474720835
's-Gravenhage,Waalsdorp,81573.113081686,457309.8483080127
's-Gravenhage,Waldeck-Noord,75713.41183350992,453076.13703782426
's-Gravenhage,Waldeck-Zuid,75837.32886274517,452632.698509051
's-Gravenhage,Waterbuurt,85004.88768542405,450053.2417564003
's-Gravenhage,Westbroekpark,80246.34581873102,457839.5388262853
's-Gravenhage,Willemspark,81172.4165445229,455997.7432325435
's-Gravenhage,Zeeheldenkwartier,80224.87812057027,455397.0022552631
's-Gravenhage,"Zijden, Steden en Zichten",77665.21812791564,450829.6515242219
's-Gravenhage,Zonne Veld,80259.24274268033,448381.43608270417
's-Gravenhage,Zorgvliet,79404.76576232401,456238.631202465
's-Gravenhage,Zuiderpark,79099.94894539483,452623.9826719701
's-Gravenhage,Zuidwal,81222.40002980489,454553.61210962647
's-Hertogenbosch,'t Ven,152770.93967741926,414075.52764613886
's-Hertogenbosch,A2 zone Rosmalen-Noord,152238.90616,413994.3151600001
's-Hertogenbosch,A2 zone Rosmalen-Zuid,152838.3740888889,412825.27468888887
's-Hertogenbosch,Aawijk-Noord,151332.29875233144,411821.66888082883
's-Hertogenbosch,Aawijk-Zuid,151152.2521985363,411220.3300114359
's-Hertogenbosch,Abdijenbuurt,149820.81724304275,415130.3853933211
's-Hertogenbosch,Bazeldonk,150519.30793305885,410745.93451905256
's-Hertogenbosch,Bedrijvenpark De Brand,152887.56418333336,410935.4972666667
's-Hertogenbosch,Bedrijventerrein De Herven,151480.55368615393,413360.20896923065
's-Hertogenbosch,Bedrijventerrein Kruisstraat,155889.1723512397,415295.13591735525
's-Hertogenbosch,Bedrijventerrein Maaspoort,147989.3834036144,415186.05324698816
's-Hertogenbosch,Bedrijventerrein Nuland,158967.41502999997,414910.7082500001
's-Hertogenbosch,Bedrijventerrein-Noord,148636.06322727274,413991.12310606055
's-Hertogenbosch,Bedrijventerrein-Zuid,150848.564,410784.39826785715
's-Hertogenbosch,Binckhorst,156003.79742023366,414425.9929727628
's-Hertogenbosch,Binnenstad-Centrum,149107.14930369362,411128.8894330586
's-Hertogenbosch,Binnenstad-Noord,149586.08784246552,411470.5108726036
's-Hertogenbosch,Binnenstad-Oost,149777.6202137454,411062.44952371204
's-Hertogenbosch,Bokhoven,144281.44339199996,416467.88010399987
's-Hertogenbosch,Boschveld,148227.68063823867,411730.6215462652
's-Hertogenbosch,Brabantpoort,151669.46716666667,414570.2971666667
's-Hertogenbosch,Broekland,153345.8401109388,416086.66849262995
's-Hertogenbosch,De Bossche Pad,150317.38602047777,411112.6958191127
's-Hertogenbosch,De Buitenpepers,149998.69428022447,412830.495896907
's-Hertogenbosch,De Donk,150404.06425804162,414321.29695318104
's-Hertogenbosch,De Edelstenenbuurt,149143.35820986718,413658.5925944428
's-Hertogenbosch,De Gestelse Buurt,150992.3937417324,410370.2163244094
's-Hertogenbosch,De Groote Vliet,152293.11669696966,414841.5090454547
's-Hertogenbosch,De Hambaken,149504.50419584042,413761.443599653
's-Hertogenbosch,De Haren,150697.58012323224,413932.7054505051
's-Hertogenbosch,De Haverleij,145606.68727187507,415368.31733854173
's-Hertogenbosch,De Herven,150651.4737460674,412970.7243685396
's-Hertogenbosch,De Hinthamerpoort,150322.93498487395,411519.8609117651
's-Hertogenbosch,De Hofstad,150005.26150636477,411272.1691739749
's-Hertogenbosch,De Hoven,152501.63013751298,415770.38372901955
's-Hertogenbosch,De Italiaanse Buurt,148890.82607480316,415151.29575196846
's-Hertogenbosch,De Koornwaard,152403.5715474947,417769.97462245333
's-Hertogenbosch,De Kruiskamp,146167.2919566227,412187.1533472751
's-Hertogenbosch,De Lage Kant,159306.0179811321,415575.7422924529
's-Hertogenbosch,De Lanen,152423.83506388214,416431.8055454544
's-Hertogenbosch,De Meerendonk,151328.71070043635,410431.97847948776
's-Hertogenbosch,De Moerputten,145733.46860341818,411395.07656929095
's-Hertogenbosch,De Muntel,149590.4339958969,411759.09474384494
's-Hertogenbosch,De Muziekinstrumentenbuurt,148977.92456445313,414033.93913476606
's-Hertogenbosch,De Overlaet-Oost,153625.64702366837,415213.5865790368
's-Hertogenbosch,De Overlaet-West,152863.33755104843,414723.1917958542
's-Hertogenbosch,De Reit,151017.68768488363,414237.74184418604
's-Hertogenbosch,De Rietvelden-Oost,147722.06025963594,412038.62601369194
's-Hertogenbosch,De Rietvelden-West,146870.00148104277,413026.3881729858
's-Hertogenbosch,De Rompert,149878.54610000007,414030.92091338587
's-Hertogenbosch,De Schutskamp,146936.2247323941,411587.05419964826
's-Hertogenbosch,De Slagen,150264.4980558858,413586.9043412604
's-Hertogenbosch,De Sprookjesbuurt,149353.54327573968,414198.8238130183
's-Hertogenbosch,De Staatsliedenbuurt,148996.20800621877,415689.0695671644
's-Hertogenbosch,De Vliert,149721.43790675438,412241.8936037063
's-Hertogenbosch,De Vutter,146566.64617948714,413923.827371795
's-Hertogenbosch,De Watertuinen,153902.36831560315,416378.8817677303
's-Hertogenbosch,Deuteren,147568.18481157778,411129.7267911463
's-Hertogenbosch,Empel-Oost,151201.22380882365,416039.89530882356
's-Hertogenbosch,Engelermeer,144856.85025000002,413704.23737499997
's-Hertogenbosch,Ertveld,148520.35701453753,413340.1310090311
's-Hertogenbosch,Graafsebuurt-Noord,150784.15617177915,412111.2834916735
's-Hertogenbosch,Graafsebuurt-Zuid,150716.15204232806,411719.29045608506
's-Hertogenbosch,Grevelingen,150518.63705122957,411180.34263319656
's-Hertogenbosch,Heeseind,157566.0536145252,415254.9836955307
's-Hertogenbosch,Henriëttewaard,147179.54678776205,415098.7493247623
's-Hertogenbosch,Het Bossche Broek,149211.878,408780.68100000004
's-Hertogenbosch,Het Vinkel,156171.62047887317,412988.081943662
's-Hertogenbosch,Het Zand,148707.03659625666,411403.02093689766
's-Hertogenbosch,Het Zilverpark,148537.10957494416,415602.3638299776
's-Hertogenbosch,Hintham-Noord,151803.66448653847,412663.15592596144
's-Hertogenbosch,Hintham-Zuid,152067.8123735066,412110.64267844177
's-Hertogenbosch,Hondsberg,153771.31317978527,414612.898855993
's-Hertogenbosch,Kloosterstraat,152041.3155,409261.677625
's-Hertogenbosch,Kom Empel,150668.66599680885,415669.18053236516
's-Hertogenbosch,Kom Engelen,146594.89381806526,414699.87504608824
's-Hertogenbosch,Kom Nuland,158377.79407841866,415335.4934821775
's-Hertogenbosch,Kom Vinkel,160092.20962900502,412955.2504789205
's-Hertogenbosch,Kruisstraat,155323.51627826097,415644.7954347828
's-Hertogenbosch,Landelijk gebied De Groote Wielen,152821.1755,416976.091
's-Hertogenbosch,Landelijk gebied Nuland,158377.85219148936,417209.0225319149
's-Hertogenbosch,Landelijk gebied Vinkel,160307.49436363633,413186.5230454546
's-Hertogenbosch,Lokeren,149596.10470614012,415439.6693333333
's-Hertogenbosch,Maasakker,150489.6565244268,416183.0749820545
's-Hertogenbosch,Maasdal,149503.73661495172,414971.58069935645
's-Hertogenbosch,Maasoever,147739.15591708102,416295.1256210617
's-Hertogenbosch,Maasstroom,149330.08794576276,415761.96977966133
's-Hertogenbosch,Maasvallei,148290.23446485918,415319.72523895686
's-Hertogenbosch,Maliskamp-Oost,154895.4823867735,413120.6084949902
's-Hertogenbosch,Maliskamp-West,153876.80575,412578.1762222223
's-Hertogenbosch,Molenhoek,153588.58035758272,413444.3278847222
's-Hertogenbosch,Orthen,149470.2549531445,413154.81512700353
's-Hertogenbosch,Orthen-West,149019.54830129878,413028.7336571428
's-Hertogenbosch,Orthenpoort,149159.34340729483,412275.8724863223
's-Hertogenbosch,Oud Empel,149004.86566666665,416244.87338461535
's-Hertogenbosch,Overig Landelijk gebied De Groote Wielen,151968.35785714287,416195.99971428566
's-Hertogenbosch,Paleiskwartier,148203.63666694445,411010.9167064945
's-Hertogenbosch,Pettelaarpark,151338.40926666657,409948.494552381
's-Hertogenbosch,Rosmalen-Centrum,153361.0508445823,414224.7327087038
's-Hertogenbosch,Rosmalense Polder,155585.3284375,417326.59424999997
's-Hertogenbosch,Sparrenburg,154537.66059027758,414043.79875138873
's-Hertogenbosch,Veemarktkwartier,147752.8289590643,412849.2377485384
's-Hertogenbosch,Vinkeloord,157655.09236558358,413080.4908665908
's-Hertogenbosch,Vlietdijk,152976.93253939395,415270.7964545455
's-Hertogenbosch,Vughterpoort,148471.26636249997,410060.17421875015
's-Hertogenbosch,Willemspoort,147727.5057121662,410693.6445697332
's-Hertogenbosch,Zuid,150249.1104154613,410202.0906747904
Aa en Hunze,Amen,237196.18847222222,551271.7516666666
Aa en Hunze,Anderen,242186.52722857145,557834.9313333335
Aa en Hunze,Anloo,243312.99235467968,563083.9554729064
Aa en Hunze,Annen,244271.5037880793,564245.8300716436
Aa en Hunze,Annerveenschekanaal,249680.98151776652,566702.6691776649
Aa en Hunze,Ballo,238464.12661290323,557132.4138870968
Aa en Hunze,Bonnerveen,252134.58725,559080.7138958334
Aa en Hunze,Deurze,237098.8900625,555847.19634375
Aa en Hunze,Eext,245447.6341152482,559793.7653528367
Aa en Hunze,Eexterveen,250007.78454922282,563714.1411813473
Aa en Hunze,Eexterveenschekanaal,252051.1114691358,564270.236228395
Aa en Hunze,Eexterzandvoort,248808.96330612243,561713.6327755102
Aa en Hunze,Ekehaar,236657.8267478261,552460.262521739
Aa en Hunze,Gasselte,249553.0362002553,554857.1963086736
Aa en Hunze,Gasselterboerveen,252676.9965,557931.4831111111
Aa en Hunze,Gasselterboerveenschemond,255744.776,559014.2305384615
Aa en Hunze,Gasselternijveen,253336.17489528193,556602.813379747
Aa en Hunze,Gasselternijveenschemond,257119.67675087723,557709.115136842
Aa en Hunze,Gasteren,240661.92981111104,561789.6214055555
Aa en Hunze,Gieten,247571.80627688603,558167.1467319425
Aa en Hunze,Gieterveen,252269.92920598006,560937.17189701
Aa en Hunze,Grolloo,241386.8342804054,550460.0305270269
Aa en Hunze,Kostvlies,249820.33937288137,556527.0484067796
Aa en Hunze,Nieuw-Annerveen,247859.76162790696,565726.2703023256
Aa en Hunze,Nieuwediep,253550.80373560265,562783.2433423597
Aa en Hunze,Nijlande,238149.61538461538,554918.4615384615
Aa en Hunze,Oud-Annerveen,247173.31529787235,567554.4442127659
Aa en Hunze,Rolde,239939.9297755101,555849.135888502
Aa en Hunze,Schipborg,241046.64663000006,565950.9312466665
Aa en Hunze,Schoonloo,243331.7364431818,547323.8110227273
Aa en Hunze,Spijkerboor,247378.609375,566496.578125
Aa en Hunze,Verspreide huizen Anderen,242144.88888888888,557135.6666666666
Aa en Hunze,Verspreide huizen Anloo,243171.32583333334,562910.00725
Aa en Hunze,Verspreide huizen Annen,245791.31837499994,563885.1640694444
Aa en Hunze,Verspreide huizen Annerveenschekanaal,249533.83933333334,566597.2856666667
Aa en Hunze,Verspreide huizen Eext,246114.4688318584,561580.628539823
Aa en Hunze,Verspreide huizen Eexterveen,249053.8,564301.8
Aa en Hunze,Verspreide huizen Eexterveenschekanaal,252167.24713953483,563756.6185658915
Aa en Hunze,Verspreide huizen Eexterzandvoort,248639.01361538464,561922.9116153846
Aa en Hunze,Verspreide huizen Ekehaar,236440.5451,552817.77332
Aa en Hunze,Verspreide huizen Gasselte,248625.53812328758,555734.7845000005
Aa en Hunze,Verspreide huizen Gasselternijveenschemond,254424.1356,557630.9856
Aa en Hunze,Verspreide huizen Gasteren,240528.64014285716,562400.9832857143
Aa en Hunze,Verspreide huizen Gieten,248280.65411627907,558542.4942325582
Aa en Hunze,Verspreide huizen Gieterveen,252719.80014444445,561123.1962
Aa en Hunze,Verspreide huizen Grolloo,243384.3601003584,548594.6532867384
Aa en Hunze,Verspreide huizen Nieuw-Annerveen,248581.87875,565599.59675
Aa en Hunze,Verspreide huizen Nooitgedacht,241301.20529662902,554095.7830764045
Aa en Hunze,Verspreide huizen Oud-Annerveen,247287.0,567872.0
Aa en Hunze,Verspreide huizen Papenvoort,244143.78917241382,551818.5608965519
Aa en Hunze,Verspreide huizen Rolde,239551.727140625,555661.46728125
Aa en Hunze,Verspreide huizen Schipborg,241290.61100000003,565658.16671875
Aalsmeer,Bovenlanden,113589.57240181114,476943.22452774586
Aalsmeer,Centrum,111504.14423171214,475929.4741907878
Aalsmeer,Greenpark,113737.63269666652,476162.7686933334
Aalsmeer,Hornmeer,112571.13345815844,474171.7671848544
Aalsmeer,Kudelstaart,111559.81844475646,472084.4520846169
Aalsmeer,Oosteinde,115000.33439563545,476847.2930281472
Aalsmeer,Schinkelpolder,115571.0600190114,478239.6704144485
Aalsmeer,Stommeer,112284.86287317816,475285.01276337676
Aalsmeer,Uiterweg,110268.21716014443,474941.0306516374
Aalten,Aalten Kern 't Kobus,235741.21019219226,438055.5264294296
Aalten,Aalten-kern Centrum,237154.53962903257,438096.35591032275
Aalten,Aalten-kern Noord/Noordoost,237365.31416606533,438602.48059350246
Aalten,Aalten-kern Oost,237871.3075279643,437972.4432818793
Aalten,Aalten-kern West,236412.67889495826,438115.8929779412
Aalten,Aalten-kern Zuid 1,237188.1076639805,437305.52584206307
Aalten,Aalten-kern Zuid 2,237696.20668337727,437076.8797822882
Aalten,Barlo-Kern,237614.81974,441491.38923999993
Aalten,Bredevoort,239773.32847187933,440072.18954458134
Aalten,De Heurne-kern,231083.39054861112,434064.01617361105
Aalten,Dinxperlo Centrum/Oost,231052.73524099332,431038.4262608693
Aalten,Dinxperlo Noord,230877.56032235292,431604.09822941164
Aalten,Dinxperlo West,230203.55735593222,431191.1816720336
Aalten,Haart-kern,241660.7882758621,438534.475275862
Aalten,IJzerlo-kern,234463.95017460317,434066.05634920637
Aalten,Lintelo-kern,232573.174943662,437869.91932394373
Aalten,Verspreide huizen Barlo,237138.57084946247,441870.5968225807
Aalten,Verspreide huizen Bredevoort,239431.87851724145,441478.77108045993
Aalten,Verspreide huizen Dale,236467.32029999985,439467.77059999976
Aalten,Verspreide huizen Dalese Veld,234432.88395000002,441162.17605
Aalten,Verspreide huizen De Heurne,231594.28610600712,434284.79043816234
Aalten,Verspreide huizen Dinxperlo,231165.0845047619,432066.38937142846
Aalten,Verspreide huizen Haart,240190.08197727278,437566.91056818224
Aalten,Verspreide huizen Het Zwanenbroek,240238.75378125004,439631.67468750005
Aalten,Verspreide huizen Heurne,237369.06843949063,435833.59582165576
Aalten,Verspreide huizen Hollenberg,238615.65200000006,439505.19316326536
Aalten,Verspreide huizen IJzerlo,234300.14968020303,434389.0619644671
Aalten,Verspreide huizen Lintelo,232561.93166417896,437984.21631716395
Aalten,Verspreide huizen ten westen van Aalten,234952.985850877,437482.5333421054
Achtkarspelen,Augustinusga,206705.73917684227,581352.6259305262
Achtkarspelen,Boelenslaan,205568.87459999998,575316.7332746268
Achtkarspelen,Buitenpost,205637.8257390308,585147.1621816118
Achtkarspelen,Drogeham,203588.2521187151,579651.5453324025
Achtkarspelen,Gerkesklooster,209692.65644505498,584075.5916043954
Achtkarspelen,Harkema,205001.15158494638,577930.1210709662
Achtkarspelen,Kootstertille,202298.6211238928,581099.0333542443
Achtkarspelen,Stroobos,210194.1045893642,583854.9197176832
Achtkarspelen,Surhuisterveen,207239.71224146849,577493.3032302001
Achtkarspelen,Surhuizum,207930.0611150895,580222.716212276
Achtkarspelen,Twijzel,202094.63896495153,583367.6504150935
Achtkarspelen,Twijzelerheide,199043.20227285515,584014.7499282691
Achtkarspelen,Verspreide huizen Augustinusga,206648.47724719095,581671.3038764047
Achtkarspelen,Verspreide huizen Boelenslaan,204912.7283781093,574868.4757462686
Achtkarspelen,Verspreide huizen Buitenpost,205836.28811861953,584957.0712357518
Achtkarspelen,Verspreide huizen Drogeham,203654.49338271606,579337.7200370372
Achtkarspelen,Verspreide huizen Gerkesklooster,209375.14432432438,584411.4870270271
Achtkarspelen,Verspreide huizen Harkema,204512.60106962026,577746.4385759494
Achtkarspelen,Verspreide huizen Kootstertille,202059.6618191489,581907.4601648933
Achtkarspelen,Verspreide huizen Stroobos,209926.5649629629,583037.8348148147
Achtkarspelen,Verspreide huizen Surhuisterveen,207176.8667264574,576405.4032421525
Achtkarspelen,Verspreide huizen Surhuizum,208807.08738150293,579855.6130404621
Achtkarspelen,Verspreide huizen Twijzel,202176.16747222224,584784.5134722223
Achtkarspelen,Verspreide huizen Twijzelerheide,199893.61032173925,583802.2032565221
Alblasserdam,Blokweer Noord,105274.28235101007,431695.4380151515
Alblasserdam,Blokweer Zuid,105251.17526687117,431460.35734662577
Alblasserdam,Cortgene,104519.85971287114,430960.0023960396
Alblasserdam,De Werven,104548.1689436091,430607.7031879691
Alblasserdam,Dijk,103370.13301872658,431815.4010823971
Alblasserdam,Drentsebuurt,105097.64325384614,431087.2591820518
Alblasserdam,Florabuurt,104827.46717115895,431259.2614164426
Alblasserdam,Groene Long,104119.2718,431250.0448
Alblasserdam,Hoogendijk,105941.62846728973,429201.8206261683
Alblasserdam,Klein Alblas,105945.20616853934,430732.9011573033
Alblasserdam,Middelland,104918.27086877827,431700.8597239819
Alblasserdam,Nieuw Kinderdijk,103430.77066197185,431822.887657277
Alblasserdam,Nieuwland,105775.02252023116,428837.2059075143
Alblasserdam,Oranjebuurt,105352.11856722689,431081.0469621849
Alblasserdam,Polder Blokweer,103970.560125,432242.3665
Alblasserdam,Polder Kortland,106430.12388235296,431298.9870588235
Alblasserdam,Polder Souburgh,106412.29850000002,430779.5456666667
Alblasserdam,Polder Vinkenwaard,106212.27855064996,430177.22207494243
Alblasserdam,Polderbuurt,105166.42304402517,430381.8802893082
Alblasserdam,Redersbuurt,104853.9766170679,430822.3461531729
Alblasserdam,Rivierenbuurt,103702.87517099566,431662.00712770555
Alblasserdam,Schildersbuurt,105578.59547138045,431415.88426767674
Alblasserdam,Schrijversbuurt,105554.81353703704,431059.55454558396
Alblasserdam,Staatsliedenbuurt,104456.68539205957,431456.4223945414
Alblasserdam,Vinkenwaard,105718.53400291546,430117.8191282793
Alblasserdam,Vogelbuurt,103694.86102368869,431909.90084940783
Alblasserdam,Waterland,104076.82937760523,431677.08563348174
Alblasserdam,Zeelt,104564.2708698061,431739.70774515235
Alblasserdam,kerkbuurt,105205.58403292176,430701.32386556885
Albrandswaard,Beatrixstraat,86278.65432181426,430521.8140928722
Albrandswaard,Buitengebied,91233.05898076922,429434.50806730776
Albrandswaard,Buitengebied Poortugaal,87633.89868965515,431492.2697586206
Albrandswaard,Buitengebied Rhoon-Noord,88965.9929090909,431355.6309545456
Albrandswaard,Buitengebied Rhoon-Zuid,89972.53998214286,430584.27271428576
Albrandswaard,De Eilanden,92489.79883118834,429758.3113754726
Albrandswaard,Distripark,88253.23632786884,431695.2800819673
Albrandswaard,Driehoek,91959.12016384913,430436.23744603357
Albrandswaard,Ghijseland,89007.99730372992,430335.40517406753
Albrandswaard,Kijvelanden,87738.17008474578,429566.74333898304
Albrandswaard,Landweg,86949.09379751053,430291.82215974043
Albrandswaard,Overhoeken,89459.06796000004,430575.78109333344
Albrandswaard,Park Rhoon,88493.11023564347,429935.8106336632
Albrandswaard,Polder Albrandswaard,86754.30207382549,429507.1378053693
Albrandswaard,Poortugaal,87789.79146153847,430828.5599615384
Albrandswaard,Poortugaal Zuid,86899.07795247936,429790.1615867767
Albrandswaard,Poortugaal-Centrum,86324.58496912527,430192.4399897083
Albrandswaard,Portland-Centrum,91989.1862321724,430223.72116252064
Albrandswaard,Portland-Koedoodzone,92240.72352293579,430648.9458165138
Albrandswaard,Rhoon Noord,88063.96977267633,430715.48267749156
Albrandswaard,Rhoon-Centrum,88265.89645724904,430290.72706567554
Albrandswaard,Rhoon-Zuidoost,89248.2266947369,429848.4870245614
